File Mean Std
../../Results-8-patients/Patient1/sim_0.png 25.447205844525268 39.17330461470862
../../Results-8-patients/Patient1/sim_10.png 24.657261143996063 38.743486281440155
../../Results-8-patients/Patient1/sim_11.png 25.001294075501775 39.35818781299391
../../Results-8-patients/Patient1/sim_12.png 24.076411068943532 38.88826950263121
../../Results-8-patients/Patient1/sim_13.png 24.20265372376392 39.10999459690352
../../Results-8-patients/Patient1/sim_14.png 25.300670363761434 39.06304171577504
../../Results-8-patients/Patient1/sim_15.png 24.064655381904338 39.065155225354324
../../Results-8-patients/Patient1/sim_16.png 24.81770865008938 38.94931158308128
../../Results-8-patients/Patient1/sim_17.png 24.175028438573808 39.3409341925909
../../Results-8-patients/Patient1/sim_18.png 23.421418884733548 38.45410082652365
../../Results-8-patients/Patient1/sim_19.png 24.740101399845525 38.95085620168289
../../Results-8-patients/Patient1/sim_1.png 24.83957043940749 39.04660584222222
../../Results-8-patients/Patient1/sim_20.png 25.46234855230283 39.01006473019861
../../Results-8-patients/Patient1/sim_21.png 23.265792626059675 38.34204040133658
../../Results-8-patients/Patient1/sim_22.png 26.47966526285892 39.17573459763989
../../Results-8-patients/Patient1/sim_23.png 26.137913880123367 38.4818513011055
../../Results-8-patients/Patient1/sim_24.png 26.367874907953063 39.60466700545399
../../Results-8-patients/Patient1/sim_25.png 23.623770261778656 38.91074030526261
../../Results-8-patients/Patient1/sim_26.png 25.277273093432935 38.81086089542003
../../Results-8-patients/Patient1/sim_27.png 24.429327272341034 38.58953026586171
../../Results-8-patients/Patient1/sim_28.png 23.322280631666764 39.088790947585906
../../Results-8-patients/Patient1/sim_29.png 24.0443765264179 38.59362314503207
../../Results-8-patients/Patient1/sim_2.png 24.79162547105943 39.120183663903276
../../Results-8-patients/Patient1/sim_30.png 24.80466158759398 39.2566599283973
../../Results-8-patients/Patient1/sim_31.png 23.899048904483347 38.92795415538374
../../Results-8-patients/Patient1/sim_32.png 23.65193420016054 38.533961419557926
../../Results-8-patients/Patient1/sim_33.png 23.630196083860657 38.86627147880886
../../Results-8-patients/Patient1/sim_34.png 22.630566765731373 38.450023170956726
../../Results-8-patients/Patient1/sim_35.png 25.336552112315523 38.527427962997656
../../Results-8-patients/Patient1/sim_36.png 24.14281662999621 39.1777282752301
../../Results-8-patients/Patient1/sim_37.png 24.5385148003839 38.81197598044057
../../Results-8-patients/Patient1/sim_38.png 23.902412328481173 38.55719178723698
../../Results-8-patients/Patient1/sim_39.png 24.856331418558796 39.008770844892055
../../Results-8-patients/Patient1/sim_3.png 23.7636518163488 39.6061559396565
../../Results-8-patients/Patient1/sim_40.png 24.2201668459203 38.99886106653155
../../Results-8-patients/Patient1/sim_41.png 23.587973316109778 38.91243656268524
../../Results-8-patients/Patient1/sim_42.png 23.488439091102748 38.68528732325068
../../Results-8-patients/Patient1/sim_43.png 23.592972288697034 38.64132954748911
../../Results-8-patients/Patient1/sim_44.png 24.74251022594485 39.20575196001637
../../Results-8-patients/Patient1/sim_45.png 24.607772885991004 38.59909481334442
../../Results-8-patients/Patient1/sim_46.png 24.70183415648242 38.78743164018944
../../Results-8-patients/Patient1/sim_47.png 23.766029259830106 38.893939828506824
../../Results-8-patients/Patient1/sim_48.png 24.22183019564537 39.51310069155478
../../Results-8-patients/Patient1/sim_49.png 23.612469156885666 38.91413965262311
../../Results-8-patients/Patient1/sim_4.png 23.125523781997018 38.784538758123446
../../Results-8-patients/Patient1/sim_5.png 24.143825139372932 39.06566034977789
../../Results-8-patients/Patient1/sim_6.png 23.596275051259404 39.32926138057608
../../Results-8-patients/Patient1/sim_7.png 23.09419899646562 38.79645570629428
../../Results-8-patients/Patient1/sim_8.png 23.97106090224258 38.746281985379625
../../Results-8-patients/Patient1/sim_9.png 24.625603566190815 38.98815573204098
../../Results-8-patients/Patient2/sim_0.png 24.06402420652092 38.9011818518947
../../Results-8-patients/Patient2/sim_10.png 24.45878695804602 39.20698249919585
../../Results-8-patients/Patient2/sim_11.png 25.387800397943128 39.19900160040778
../../Results-8-patients/Patient2/sim_12.png 24.725224831740974 39.12062742399037
../../Results-8-patients/Patient2/sim_13.png 22.952806706253284 38.54828008069577
../../Results-8-patients/Patient2/sim_14.png 26.22237443179819 39.32872197671673
../../Results-8-patients/Patient2/sim_15.png 24.80211265995877 39.404966205343605
../../Results-8-patients/Patient2/sim_16.png 24.07952506939929 39.08425257457581
../../Results-8-patients/Patient2/sim_17.png 25.682775398124704 39.597521100352026
