File FD
../../Results-8-patients/Patient1/sim_0.png 1.6841946480547088
../../Results-8-patients/Patient1/sim_10.png 1.6876308763877967
../../Results-8-patients/Patient1/sim_11.png 1.6872368405016493
../../Results-8-patients/Patient1/sim_12.png 1.6909552401291519
../../Results-8-patients/Patient1/sim_13.png 1.6910309748041918
../../Results-8-patients/Patient1/sim_14.png 1.683321119320864
../../Results-8-patients/Patient1/sim_15.png 1.6917109222437001
../../Results-8-patients/Patient1/sim_16.png 1.6876630393317127
../../Results-8-patients/Patient1/sim_17.png 1.6921625645479672
../../Results-8-patients/Patient1/sim_18.png 1.6935841209875984
../../Results-8-patients/Patient1/sim_19.png 1.688434948394856
../../Results-8-patients/Patient1/sim_1.png 1.6874464929583994
../../Results-8-patients/Patient1/sim_20.png 1.6842200842283204
../../Results-8-patients/Patient1/sim_21.png 1.695824882133401
../../Results-8-patients/Patient1/sim_22.png 1.677250197164665
../../Results-8-patients/Patient1/sim_23.png 1.6781575205570507
../../Results-8-patients/Patient1/sim_24.png 1.6775999632937917
../../Results-8-patients/Patient1/sim_25.png 1.6936957942991395
../../Results-8-patients/Patient1/sim_26.png 1.6861075598543707
../../Results-8-patients/Patient1/sim_27.png 1.6876559735030052
../../Results-8-patients/Patient1/sim_28.png 1.6969565636141024
../../Results-8-patients/Patient1/sim_29.png 1.6920497776267525
../../Results-8-patients/Patient1/sim_2.png 1.6880332628128845
../../Results-8-patients/Patient1/sim_30.png 1.688148947839115
../../Results-8-patients/Patient1/sim_31.png 1.6942349823201837
../../Results-8-patients/Patient1/sim_32.png 1.6942158723099097
../../Results-8-patients/Patient1/sim_33.png 1.6936213543898422
../../Results-8-patients/Patient1/sim_34.png 1.6979739826898739
../../Results-8-patients/Patient1/sim_35.png 1.683028599896267
../../Results-8-patients/Patient1/sim_36.png 1.6918992669345625
../../Results-8-patients/Patient1/sim_37.png 1.6892745691162414
../../Results-8-patients/Patient1/sim_38.png 1.6915978051741316
../../Results-8-patients/Patient1/sim_39.png 1.6877017264721141
../../Results-8-patients/Patient1/sim_3.png 1.6938806036187914
../../Results-8-patients/Patient1/sim_40.png 1.6907102749976426
../../Results-8-patients/Patient1/sim_41.png 1.6946038557000285
../../Results-8-patients/Patient1/sim_42.png 1.6940674570621497
../../Results-8-patients/Patient1/sim_43.png 1.6941416824987094
../../Results-8-patients/Patient1/sim_44.png 1.687011183375731
../../Results-8-patients/Patient1/sim_45.png 1.6882585183010295
../../Results-8-patients/Patient1/sim_46.png 1.6876470195617748
../../Results-8-patients/Patient1/sim_47.png 1.6945298966226996
../../Results-8-patients/Patient1/sim_48.png 1.6905000511808235
../../Results-8-patients/Patient1/sim_49.png 1.6946425863332697
../../Results-8-patients/Patient1/sim_4.png 1.6963355617231104
../../Results-8-patients/Patient1/sim_5.png 1.6916929032909278
../../Results-8-patients/Patient1/sim_6.png 1.6939740726916657
../../Results-8-patients/Patient1/sim_7.png 1.6964982707808531
../../Results-8-patients/Patient1/sim_8.png 1.6918419093672408
../../Results-8-patients/Patient1/sim_9.png 1.6894922477650138
../../Results-8-patients/Patient2/sim_0.png 1.691048539950625
../../Results-8-patients/Patient2/sim_10.png 1.6899843397494176
../../Results-8-patients/Patient2/sim_11.png 1.6839032520012447
../../Results-8-patients/Patient2/sim_12.png 1.6879722656787342
../../Results-8-patients/Patient2/sim_13.png 1.6967011590285155
../../Results-8-patients/Patient2/sim_14.png 1.678743572973819
../../Results-8-patients/Patient2/sim_15.png 1.6889346300665107
../../Results-8-patients/Patient2/sim_16.png 1.6915600810815303
../../Results-8-patients/Patient2/sim_17.png 1.6824560382823217
../../Results-8-patients/Patient2/sim_18.png 1.6967538563547717
../../Results-8-patients/Patient2/sim_19.png 1.6787731106524895
../../Results-8-patients/Patient2/sim_1.png 1.6835337433800084
../../Results-8-patients/Patient2/sim_20.png 1.6830149341808076
../../Results-8-patients/Patient2/sim_21.png 1.6883415640243715
../../Results-8-patients/Patient2/sim_22.png 1.6891813536908191
../../Results-8-patients/Patient2/sim_23.png 1.6876559735030052
../../Results-8-patients/Patient2/sim_24.png 1.6984378349820721
../../Results-8-patients/Patient2/sim_25.png 1.6986245191740292
../../Results-8-patients/Patient2/sim_26.png 1.6916355200623674
../../Results-8-patients/Patient2/sim_27.png 1.6976113870071452
../../Results-8-patients/Patient2/sim_28.png 1.681935247821384
../../Results-8-patients/Patient2/sim_29.png 1.6828953407754863
../../Results-8-patients/Patient2/sim_2.png 1.6915023923990162
../../Results-8-patients/Patient2/sim_30.png 1.6945685564139115
../../Results-8-patients/Patient2/sim_31.png 1.6874694582561094
../../Results-8-patients/Patient2/sim_32.png 1.7001179077496202
../../Results-8-patients/Patient2/sim_33.png 1.694197874057212
../../Results-8-patients/Patient2/sim_34.png 1.6833870105213564
